﻿Nom Gare;Code Gare;Type jour;Date;Annee;Ligne;Axe;Tranche horaire;Somme de Montants
RAMBOUILLET;87393314;JOB;2024-01-16;2024;N;N;De 10h à 16h;833
REMISE-A-JORELLE;87988709;JOB;2021-09-21;2021;T4;T4;Avant 6h;22
REMISE-A-JORELLE;87988709;SAM;2021-11-09;2021;T4;T4;De 16h à 20h;143
RIS-ORANGIS;87681338;DIM;2024-03-03;2024;D;D;Après 20h;88
ROISSY-EN-BRIE;87116038;DIM;2022-03-20;2022;E;E;Avant 6h;17
ROISSY-EN-BRIE;87116038;DIM;2022-03-20;2022;E;E;De 10h à 16h;880
ROMAIN-ROLLAND;87704296;DIM;2021-12-09;2021;T4;T4;Avant 6h;6
ROMAIN-ROLLAND;87704296;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;845
ROUGEMONT-CHANTELOUP;87431791;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;550
ROUGEMONT-CHANTELOUP;87431791;SAM;2021-11-09;2021;T4;T4;Après 20h;123
RUNGIS-LA-FRATERNELLE;87546291;JOB;2025-06-02;2025;C;C;De 16h à 20h;356
SAINT-CHERON;87545509;SAM;2025-08-02;2025;C;C;De 10h à 16h;230
SAINT-CLOUD;87382358;SAM;2024-01-20;2024;L;L2;De 6h à 10h;696
SAINT-CLOUD;87382358;SAM;2024-08-06;2024;U;U;De 16h à 20h;151
SAINT-CYR;87393223;DIM;2024-04-28;2024;U;U;De 6h à 10h;124
SAINT-CYR;87393223;SAM;2023-10-14;2023;T13;T13;Après 20h;64
SAINT-DENIS;87271015;DIM;2024-03-03;2024;D;D;De 16h à 20h;10422
SAINT-FARGEAU;87682542;SAM;2024-02-03;2024;D;D;De 16h à 20h;13
SAINT-GERMAIN-EN-LAYE;87733063;SAM;2023-10-14;2023;T13;T13;De 16h à 20h;652
SAINT-MICHEL-NOTRE-DAME;87547315;SAM;2025-08-02;2025;C;C;Après 20h;5390
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY;87382481;SAM;2024-01-20;2024;L;L2;De 6h à 10h;154
SAINT-OUEN-L'AUMONE-LIESSE;87337980;DIM;2024-01-21;2024;H;H;De 6h à 10h;91
SAINT-OUEN-L'AUMONE-LIESSE;87337980;JOB;2025-06-02;2025;C;C;Après 20h;50
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2024-01-21;2024;N;N;De 16h à 20h;511
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;DIM;2025-09-02;2025;C;C;De 10h à 16h;352
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;SAM;2024-01-20;2024;N;N;De 16h à 20h;807
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX;87393843;SAM;2024-08-06;2024;U;U;De 16h à 20h;627
SAINTE-GENEVIEVE-DES-BOIS;87545210;JOB;2025-06-02;2025;C;C;Après 20h;126
SANNOIS;87276188;SAM;2024-01-20;2024;J;J4;Après 20h;322
SARCELLES-SAINT-BRICE;87276386;SAM;2024-01-20;2024;H;H;De 16h à 20h;1363
SEVRES-RIVE-GAUCHE;87393124;SAM;2024-01-20;2024;N;N;Avant 6h;11
SEVRES-VILLE-D'AVRAY;87382341;DIM;2024-04-28;2024;U;U;De 16h à 20h;85
TAVERNY;87276634;DIM;2024-01-21;2024;H;H;Après 20h;99
TAVERNY;87276634;DIM;2024-01-21;2024;H;H;De 10h à 16h;503
TOURNAN;87116210;JOB;2022-03-22;2022;E;E;Après 20h;64
TRAITE-DE-ROME;87746016;SAM;2024-11-30;2024;T12;T12;Après 20h;26
TRAPPES;87393835;DIM;2024-04-28;2024;U;U;Après 20h;102
VERSAILLES-CHANTIERS;87393009;DIM;2025-09-02;2025;C;C;De 10h à 16h;241
VIARMES;87276568;JOB;2024-01-16;2024;H;H;De 16h à 20h;65
VIGNEUX-SUR-SEINE;87681304;DIM;2024-03-03;2024;D;D;De 6h à 10h;715
VILLENEUVE-LE-ROI;87545277;JOB;2025-06-02;2025;C;C;Après 20h;43
VILLENNES-SUR-SEINE;87386649;SAM;2021-04-12;2021;J;J5;Avant 6h;6
VILLEPARISIS-MITRY-LE-NEUF;87271510;JOB;2023-10-10;2023;B;B;De 6h à 10h;4633
VILLETANEUSE-UNIVERSITE;87697318;JOB;2021-11-23;2021;T11;T11;De 16h à 20h;2754
VILLIERS-MONTBARBIN;87116749;JOB;2023-09-19;2023;P;P;De 16h à 20h;27
VILLIERS-SUR-MARNE-LE-PLESSIS-TREVISE;87113795;SAM;2022-03-19;2022;E;E;De 10h à 16h;3186
VIROFLAY-RIVE-DROITE;87382887;SAM;2024-01-20;2024;L;L2;De 16h à 20h;667
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2025-09-02;2025;C;C;Avant 6h;4
VIRY-CHATILLON;87681312;JOB;2024-12-03;2024;D;D;De 10h à 16h;1215
TRAPPES;87393835;SAM;2024-01-20;2024;N;N;Avant 6h;49
VAL-D'ARGENTEUIL;87381798;JOB;2024-01-16;2024;J;J6;De 6h à 10h;4704
VAL-D'ARGENTEUIL;87381798;SAM;2024-01-20;2024;J;J6;Après 20h;639
VAUBOYEN;87393538;JOB;2025-06-02;2025;C;V;Avant 6h;0
VAUCELLES;87276626;JOB;2024-01-16;2024;H;H;Avant 6h;20
VAUCRESSON;87382267;SAM;2024-01-20;2024;L;L2;De 6h à 10h;239
VAUX-SUR-SEINE;87381814;DIM;2024-01-21;2024;J;J6;De 10h à 16h;165
VERNEUIL-L'ETANG;87116079;DIM;2023-11-19;2023;P;P;De 16h à 20h;121
VERNOU-SUR-SEINE;87682468;DIM;2024-01-21;2024;R;R;De 6h à 10h;9
VERNOU-SUR-SEINE;87682468;SAM;2024-01-20;2024;R;R;Après 20h;1
VERNOUILLET-VERNEUIL;87386656;DIM;2021-05-12;2021;J;J5;De 10h à 16h;495
VERSAILLES-CHANTIERS;87393009;JOB;2024-01-16;2024;N;N;Après 20h;1357
VERSAILLES-CHATEAU-RIVE-GAUCHE;87393157;DIM;2025-09-02;2025;C;C;Avant 6h;24
VERT-GALANT;87271437;DIM;2019-03-17;2019;B;B;Avant 6h;98
VIGNEUX-SUR-SEINE;87681304;JOB;2024-05-03;2024;D;D;De 16h à 20h;1476
VILLAINES;87272021;SAM;2024-01-20;2024;H;H;Avant 6h;1
VILLENEUVE-LE-ROI;87545277;SAM;2025-08-02;2025;C;C;Avant 6h;58
VILLENEUVE-LE-ROI;87545277;SAM;2025-08-02;2025;C;C;De 16h à 20h;346
VILLEPINTE;87271452;DIM;2019-03-17;2019;B;B;De 10h à 16h;939
VILLEPINTE;87271452;SAM;2019-03-16;2019;B;B;Avant 6h;126
VIROFLAY-RIVE-DROITE;87382887;JOB;2024-01-16;2024;L;L2;Après 20h;204
VIROFLAY-RIVE-GAUCHE;87393215;DIM;2024-01-21;2024;N;N;De 6h à 10h;154
VIROFLAY-RIVE-GAUCHE;87393215;SAM;2024-01-20;2024;N;N;De 6h à 10h;306
VOSVES;87682500;JOB;2024-02-04;2024;D;D;Après 20h;3
VOSVES;87682500;JOB;2024-02-04;2024;D;D;De 16h à 20h;17
VOSVES;87682500;SAM;2024-02-03;2024;D;D;Après 20h;1
VULAINES-SUR-SEINE-SAMOREAU;87682443;DIM;2024-01-21;2024;R;R;Après 20h;3
ABLON;87545269;DIM;2025-09-02;2025;C;C;De 10h à 16h;548
ACHERES-VILLE;87381657;JOB;2024-01-16;2024;L;L3;Après 20h;18
AEROPORT-CHARLES-DE-GAULLE-2-(TERMINAL-2);87001479;DIM;2019-03-17;2019;B;B;De 6h à 10h;2401
AEROPORT-CHARLES-DE-GAULLE-1-(TERMINAL-3);87271460;DIM;2019-03-17;2019;B;B;De 6h à 10h;828
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;J;J4;Après 20h;392
AMEDEE-GORDINI;87745844;SAM;2024-11-30;2024;T12;T12;Après 20h;116
AMEDEE-GORDINI;87745844;SAM;2024-11-30;2024;T12;T12;Avant 6h;34
ANDRESY;87381491;JOB;2024-01-16;2024;J;J6;Après 20h;22
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;J;J4;De 10h à 16h;1530
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L3;De 6h à 10h;4384
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L2;Avant 6h;38
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L3;Après 20h;750
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L2;Après 20h;541
AULNAY-SOUS-BOIS;87271411;JOB;2024-01-16;2024;K;K;De 10h à 16h;154
AULNAY-SOUS-BOIS;87271411;DIM;2024-01-21;2024;K;K;De 10h à 16h;42
ARBORETUM;87704320;JOB;2021-09-21;2021;T4;T4;De 16h à 20h;235
ARGENTEUIL;87381848;JOB;2024-01-16;2024;J;J4;Après 20h;569
BEYNES;87393363;DIM;2024-01-21;2024;N;N;De 16h à 20h;48
ATHIS-MONS;87545251;SAM;2025-08-02;2025;C;C;Avant 6h;27
BIEVRES;87393546;DIM;2025-09-02;2025;C;V;De 10h à 16h;123
BIEVRES;87393546;SAM;2025-08-02;2025;C;V;Après 20h;17
BONNIERES;87415893;JOB;2025-01-04;2025;J;J5;Avant 6h;152
BOIS-DE-SAINT-EUTROPE;87745984;DIM;2024-01-12;2024;T12;T12;De 6h à 10h;21
BOUFFEMONT-MOISSELLES;87276485;JOB;2024-01-16;2024;H;H;Avant 6h;53
BOISSY-L'AILLERIE;87381152;JOB;2024-01-16;2024;J;J6;Avant 6h;5
BOUFFEMONT-MOISSELLES;87276485;JOB;2024-01-16;2024;H;H;De 10h à 16h;433
BOUSSY-SAINT-ANTOINE;87682138;DIM;2024-03-03;2024;D;D;Après 20h;144
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;Avant 6h;135
CESSON;87682161;DIM;2024-03-03;2024;D;D;De 6h à 10h;165
CESSON;87682161;JOB;2024-05-03;2024;D;D;De 6h à 10h;2321
CESSON;87682161;SAM;2024-02-03;2024;D;D;Après 20h;113
CHAMP-DE-COURSES-D'ENGHIEN;87276030;SAM;2024-01-20;2024;H;H;De 10h à 16h;1009
CHAMPAGNE-SUR-OISE;87276519;JOB;2024-01-16;2024;H;H;De 6h à 10h;323
CHAMPAGNE-SUR-SEINE;87682450;DIM;2024-01-21;2024;R;R;Après 20h;13
BRETIGNY;87545194;DIM;2025-09-02;2025;C;C;De 10h à 16h;1489
CHARTRETTES;87682419;JOB;2024-01-16;2024;R;R;De 6h à 10h;46
BREUILLET-VILLAGE;87545491;JOB;2025-06-02;2025;C;C;De 16h à 20h;158
CHATELET-LES-HALLES;87758607;DIM;2024-03-03;2024;D;D;De 6h à 10h;1896
BIBLIOTHEQUE-FRANCOIS-MITTERRAND;87328328;SAM;2025-08-02;2025;C;C;De 10h à 16h;11083
CERGY-LE-HAUT;87382655;JOB;2022-11-30;2022;A;A;De 10h à 16h;3038
CERGY-SAINT-CHRISTOPHE;87382499;SAM;2022-11-19;2022;A;A;Avant 6h;135
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 10h à 16h;1497
BOUSSY-SAINT-ANTOINE;87682138;SAM;2024-02-03;2024;D;D;De 6h à 10h;644
CHAVILLE-VELIZY;87393173;JOB;2025-06-02;2025;C;C;Après 20h;96
BOUTIGNY;87681478;JOB;2024-12-03;2024;D;D;De 10h à 16h;79
CHOISY-LE-ROI;87545285;SAM;2025-08-02;2025;C;C;De 10h à 16h;5076
BRETIGNY;87545194;JOB;2025-06-02;2025;C;C;De 16h à 20h;3369
BRUYERES-SUR-OISE;87276451;DIM;2024-01-21;2024;H;H;Après 20h;6
CERGY-PREFECTURE;87381905;SAM;2022-11-19;2022;A;A;Après 20h;1278
CAMP-DES-LOGES;87710939;DIM;2023-10-15;2023;T13;T13;De 10h à 16h;40
CERNAY;87276063;DIM;2025-09-02;2025;C;C;De 10h à 16h;454
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;De 16h à 20h;960
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;JOB;2025-11-02;2025;C;C;De 6h à 10h;3454
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;Avant 6h;240
CONFLANS-SAINTE-HONORINE;87381897;SAM;2024-01-20;2024;J;J6;Avant 6h;80
CHAMPAGNE-SUR-OISE;87276519;JOB;2024-01-16;2024;H;H;Avant 6h;30
COTEAUX-DE-L'ORGE;87745794;SAM;2024-11-30;2024;T12;T12;Après 20h;37
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;Avant 6h;42
CHAMP-DE-MARS-TOUR-EIFFEL;87393058;DIM;2025-09-02;2025;C;C;De 6h à 10h;441
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 10h à 16h;72
CREIL;87276006;JOB;2024-01-16;2024;H;H;De 16h à 20h;165
CHARTRETTES;87682419;DIM;2024-01-21;2024;R;R;De 6h à 10h;10
CHANTELOUP-LES-VIGNES;87381475;DIM;2024-01-21;2024;J;J6;De 10h à 16h;339
CHANGIS-SAINT-JEAN;87116509;DIM;2023-09-17;2023;P;P;De 6h à 10h;22
CHAVILLE-RIVE-DROITE;87382333;DIM;2024-04-28;2024;U;U;De 10h à 16h;174
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-01-16;2024;L;L2;Après 20h;149
CHAVILLE-RIVE-DROITE;87382333;SAM;2024-01-20;2024;L;L2;Après 20h;162
CHAVILLE-RIVE-GAUCHE;87393207;JOB;2024-01-16;2024;N;N;De 6h à 10h;772
CLAMART;87391565;JOB;2024-01-16;2024;N;N;De 10h à 16h;885
CLICHY-SOUS-BOIS-MAIRIE;87704288;SAM;2021-09-18;2021;T4;T4;De 10h à 16h;568
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;Avant 6h;4
COMPANS;87272047;JOB;2024-01-16;2024;K;K;De 6h à 10h;38
EPINAY-SUR-SEINE;87271148;JOB;2025-11-02;2025;C;C;De 10h à 16h;1422
COUILLY-SAINT-GERMAIN-QUINCY;87116731;JOB;2023-09-19;2023;P;P;Après 20h;6
EPINAY-SUR-SEINE;87271148;SAM;2025-08-02;2025;C;C;De 6h à 10h;841
COMPANS;87272047;JOB;2024-01-16;2024;K;K;De 16h à 20h;9
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;De 6h à 10h;4184
CRECY-LA-CHAPELLE;87116772;JOB;2023-09-19;2023;P;P;Avant 6h;8
COULOMMIERS;87116301;DIM;2023-11-19;2023;P;P;Après 20h;59
ERMONT-EAUBONNE;87276055;SAM;2024-01-20;2024;J;J4;Après 20h;768
ERMONT-EAUBONNE;87276055;SAM;2024-01-20;2024;J;J4;De 10h à 16h;2569
EVRY-COURCOURONNES;87681387;JOB;2024-05-03;2024;D;D;De 16h à 20h;6992
FERME-NEUVE;87745851;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;206
DREUX;87393488;DIM;2024-01-21;2024;N;N;Après 20h;68
ACHERES-VILLE;87381657;JOB;2024-01-16;2024;L;L3;De 16h à 20h;370
ABLON;87545269;JOB;2025-11-02;2025;C;C;De 6h à 10h;1483
AMEDEE-GORDINI;87745844;DIM;2024-01-12;2024;T12;T12;De 10h à 16h;325
ACHERES-VILLE;87381657;JOB;2022-11-30;2022;A;A;De 10h à 16h;1347
ACHERES-GRAND-CORMIER;87386052;JOB;2022-11-30;2022;A;A;De 6h à 10h;58
ANDRESY;87381491;DIM;2024-01-21;2024;J;J6;De 10h à 16h;186
ALLEE-DE-LA-TOUR-RENDEZ-VOUS;87113878;JOB;2021-09-21;2021;T4;T4;De 10h à 16h;314
ARBORETUM;87704320;DIM;2021-12-09;2021;T4;T4;Avant 6h;2
ARGENTEUIL;87381848;SAM;2024-01-20;2024;J;J6;De 10h à 16h;4600
ARPAJON;87545467;SAM;2025-08-02;2025;C;C;Avant 6h;65
ASNIERES-SUR-SEINE;87381137;DIM;2024-01-21;2024;L;L2;De 10h à 16h;1565
AVENUE-FOCH;87381038;JOB;2025-11-02;2025;C;C;De 10h à 16h;609
ASNIERES-SUR-SEINE;87381137;JOB;2024-01-16;2024;L;L2;De 16h à 20h;1839
ASNIERES-SUR-SEINE;87381137;SAM;2024-01-20;2024;L;L3;De 16h à 20h;1790
BALLANCOURT;87681437;DIM;2024-03-03;2024;D;D;Après 20h;10
AUBERGENVILLE-ELISABETHVILLE;87386730;SAM;2021-04-12;2021;J;J5;De 16h à 20h;207
BELLOY-SAINT-MARTIN;87276550;DIM;2024-01-21;2024;H;H;Après 20h;8
BAILLY;87710780;JOB;2023-10-19;2023;T13;T13;De 6h à 10h;327
BALLANCOURT;87681437;SAM;2024-02-03;2024;D;D;De 10h à 16h;234
BOIS-COLOMBES;87381079;DIM;2024-01-21;2024;J;J4;Après 20h;287
BELLEVUE;87393116;JOB;2024-01-16;2024;N;N;De 10h à 16h;596
BOULAINVILLIERS;87543181;JOB;2025-06-02;2025;C;C;Avant 6h;17
BOUSSY-SAINT-ANTOINE;87682138;JOB;2024-05-03;2024;D;D;De 16h à 20h;1176
BOURAY;87545178;JOB;2025-06-02;2025;C;C;De 16h à 20h;484
BOURAY;87545178;SAM;2025-08-02;2025;C;C;De 10h à 16h;344
BOIS-BRIARD;87746024;SAM;2024-11-30;2024;T12;T12;De 10h à 16h;20
BUNO-GIRONVILLE;87681510;JOB;2024-02-04;2024;D;D;De 16h à 20h;15
BREUILLET-BRUYERES-LE-CHATEL;87545483;SAM;2025-08-02;2025;C;C;Après 20h;13
CERGY-LE-HAUT;87382655;DIM;2022-11-20;2022;A;A;Avant 6h;64
BONDY;87113407;DIM;2022-03-20;2022;E;E;De 10h à 16h;3288
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;Avant 6h;392
BUNO-GIRONVILLE;87681510;DIM;2024-03-03;2024;D;D;Après 20h;2
BUNO-GIRONVILLE;87681510;JOB;2024-02-04;2024;D;D;Après 20h;1
BOURAY;87545178;SAM;2025-08-02;2025;C;C;De 16h à 20h;178
BOUTIGNY;87681478;DIM;2024-03-03;2024;D;D;De 6h à 10h;29
BUNO-GIRONVILLE;87681510;SAM;2024-02-03;2024;D;D;De 6h à 10h;8
CERNAY;87276063;SAM;2024-01-20;2024;H;H;De 16h à 20h;304
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2022-11-30;2022;A;A;De 10h à 16h;3272
CHARS;87381194;JOB;2024-01-16;2024;J;J6;Après 20h;2
CHARS;87381194;SAM;2024-01-20;2024;J;J6;De 16h à 20h;41
CHAMPAGNE-SUR-SEINE;87682450;SAM;2024-01-20;2024;R;R;Après 20h;19
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;Après 20h;87
CHAMPBENOIST-POIGNY;87115873;JOB;2023-11-14;2023;P;P;De 6h à 10h;134
CHAVILLE-RIVE-DROITE;87382333;JOB;2024-04-23;2024;U;U;De 10h à 16h;114
CHAVILLE-VELIZY;87393173;DIM;2025-09-02;2025;C;C;Après 20h;81
CHELLES-GOURNAY;87116111;DIM;2023-11-19;2023;P;P;De 6h à 10h;696
CHELLES-GOURNAY;87116111;DIM;2022-03-20;2022;E;E;De 6h à 10h;526
CHATEAU-THIERRY;87116582;SAM;2023-09-16;2023;P;P;De 16h à 20h;190
CHILLY-MAZARIN;87393637;DIM;2024-01-12;2024;T12;T12;Avant 6h;2
CHOISY-LE-ROI;87545285;JOB;2025-06-02;2025;C;C;De 16h à 20h;4535
CHILLY-MAZARIN;87393637;SAM;2024-11-30;2024;T12;T12;De 6h à 10h;99
CLAMART;87391565;JOB;2024-01-16;2024;N;N;De 16h à 20h;1038
CLAMART;87391565;JOB;2024-01-16;2024;N;N;De 6h à 10h;1903
COIGNIERES;87393272;DIM;2024-01-21;2024;N;N;De 16h à 20h;125
COIGNIERES;87393272;JOB;2024-01-16;2024;N;N;De 6h à 10h;454
CHELLES-GOURNAY;87116111;SAM;2023-11-18;2023;P;P;Avant 6h;113
CHEMIN-D'ANTONY;87546317;JOB;2025-04-02;2025;C;C;Avant 6h;9
COIGNIERES;87393272;DIM;2024-01-21;2024;N;N;Après 20h;39
COIGNIERES;87393272;SAM;2024-01-20;2024;N;N;De 10h à 16h;236
COULOMMIERS;87116301;JOB;2023-11-14;2023;P;P;Après 20h;48
CHEZY-SUR-MARNE;87116574;SAM;2023-09-16;2023;P;P;Après 20h;8
CONFLANS-FIN-D'OISE;87381459;SAM;2022-11-19;2022;A;A;De 6h à 10h;717
COURBEVOIE;87382200;JOB;2024-01-16;2024;L;L2;De 10h à 16h;1665
CLICHY-LEVALLOIS;87381129;DIM;2024-01-21;2024;L;L3;De 6h à 10h;305
DAMMARTIN-JUILLY-SAINT-MARD;87271536;DIM;2024-01-21;2024;K;K;De 10h à 16h;19
CREIL;87276006;DIM;2024-03-03;2024;D;D;Avant 6h;109
CLICHY-SOUS-BOIS-MAIRIE;87704288;DIM;2021-12-09;2021;T4;T4;De 6h à 10h;98
DOMONT;87276436;SAM;2024-01-20;2024;H;H;De 10h à 16h;956
CROUY-SUR-OURCQ;87116640;SAM;2023-09-16;2023;P;P;Après 20h;7
COMBS-LA-VILLE-QUINCY;87682146;JOB;2024-05-03;2024;D;D;Après 20h;398
CONFLANS-FIN-D'OISE;87381459;DIM;2022-11-20;2022;A;A;De 10h à 16h;1080
DEUIL-MONTMAGNY;87276345;JOB;2024-01-16;2024;H;H;De 16h à 20h;992
DEUIL-MONTMAGNY;87276345;JOB;2024-01-16;2024;H;H;De 6h à 10h;2474
CONFLANS-FIN-D'OISE;87381459;SAM;2024-01-20;2024;J;J6;Avant 6h;8
EPINAY-SUR-ORGE;87545228;DIM;2025-09-02;2025;C;C;Après 20h;159
DRANCY;87271403;SAM;2019-03-16;2019;B;B;Avant 6h;390
DREUX;87393488;DIM;2024-01-21;2024;N;N;De 16h à 20h;376
DREUX;87393488;SAM;2024-01-20;2024;N;N;De 10h à 16h;496
EPINAY-VILLETANEUSE;87271122;JOB;2021-11-23;2021;T11;T11;Après 20h;377
COUILLY-SAINT-GERMAIN-QUINCY;87116731;JOB;2023-09-19;2023;P;P;De 6h à 10h;111
EPINAY-SUR-ORGE;87545228;DIM;2024-01-12;2024;T12;T12;Après 20h;97
EPINAY-SUR-SEINE;87271148;JOB;2025-06-02;2025;C;C;Avant 6h;186
ERAGNY-NEUVILLE;87381418;JOB;2024-01-16;2024;J;J6;De 10h à 16h;305
EPINAY-SUR-SEINE;87271148;SAM;2025-08-02;2025;C;C;De 16h à 20h;843
ERMONT-HALTE;87276584;SAM;2024-01-20;2024;H;H;De 6h à 10h;181
ETRECHY;87545145;JOB;2025-06-02;2025;C;C;Après 20h;13
ETRECHY;87545145;SAM;2025-08-02;2025;C;C;Après 20h;31
DRANCY;87271403;SAM;2019-03-16;2019;B;B;De 16h à 20h;1858
ETRECHY;87545145;DIM;2025-09-02;2025;C;C;De 10h à 16h;178
ECOUEN-EZANVILLE;87276394;JOB;2024-01-16;2024;H;H;De 10h à 16h;665
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;De 6h à 10h;1482
EVRY-VAL-DE-SEINE;87681361;DIM;2024-03-03;2024;D;D;Avant 6h;9
FOURQUEUX-BEL-AIR;87733675;JOB;2023-10-19;2023;T13;T13;Après 20h;38
FAREMOUTIERS-POMMEUSE;87116277;DIM;2023-11-19;2023;P;P;Après 20h;10
ACHERES-VILLE;87381657;JOB;2024-01-16;2024;L;L3;De 10h à 16h;130
GARCHES-MARNES-LA-COQUETTE;87382259;DIM;2024-01-21;2024;L;L2;De 6h à 10h;149
EPINAY-VILLETANEUSE;87271122;SAM;2024-01-20;2024;H;H;De 10h à 16h;4841
GARGENVILLE;87381566;DIM;2024-01-21;2024;J;J6;Avant 6h;5
ARBORETUM;87704320;SAM;2021-09-18;2021;T4;T4;Avant 6h;1
ERAGNY-NEUVILLE;87381418;DIM;2024-01-21;2024;J;J6;De 16h à 20h;193
GARCHES-MARNES-LA-COQUETTE;87382259;JOB;2024-01-16;2024;L;L2;Avant 6h;22
AULNAY-SOUS-BOIS;87271411;DIM;2019-03-17;2019;B;B;De 10h à 16h;5859
GROS-NOYER-SAINT-PRIX;87276592;DIM;2024-01-21;2024;H;H;De 10h à 16h;528
EVRY-COURCOURONNES;87681387;SAM;2024-02-03;2024;D;D;Avant 6h;164
GROSLAY;87276360;SAM;2024-01-20;2024;H;H;De 16h à 20h;458
EVRY-VAL-DE-SEINE;87681361;SAM;2024-02-03;2024;D;D;Après 20h;50
HERBLAY;87381889;DIM;2024-01-21;2024;J;J6;De 10h à 16h;1059
AUVERS-SUR-OISE;87276543;SAM;2024-01-20;2024;H;H;De 6h à 10h;22
FONTAINE-LE-PORT;87682427;SAM;2024-01-20;2024;R;R;De 10h à 16h;25
BAGNEAUX-SUR-LOING;87684191;JOB;2024-01-16;2024;R;R;De 6h à 10h;64
GARANCIERES-LA-QUEUE;87393439;JOB;2024-01-16;2024;N;N;De 16h à 20h;90
BELLEVUE;87393116;DIM;2024-01-21;2024;N;N;De 16h à 20h;297
ISSOU-PORCHEVILLE;87381574;SAM;2024-01-20;2024;J;J6;Avant 6h;3
JUVISY;87545244;DIM;2025-09-02;2025;C;C;Avant 6h;198
JUVISY;87545244;SAM;2024-02-03;2024;D;D;Avant 6h;146
JUVISY;87545244;SAM;2025-08-02;2025;C;C;De 10h à 16h;7604
GUERARD-LA-CELLE-SUR-MORIN;87116269;DIM;2023-11-19;2023;P;P;De 6h à 10h;6
HAUSSMANN-SAINT-LAZARE;87281899;JOB;2022-03-22;2022;E;E;Après 20h;5434
HERICY;87682435;DIM;2024-01-21;2024;R;R;Après 20h;4
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;Avant 6h;43
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;De 10h à 16h;386
HOUILLES-CARRIERES-SUR-SEINE;87386409;JOB;2022-11-30;2022;A;A;De 16h à 20h;3703
BOURAY;87545178;JOB;2025-06-02;2025;C;C;Après 20h;23
IGNY;87393561;SAM;2025-08-02;2025;C;V;Après 20h;26
ISLES-ARMENTIERES-CONGIS;87116616;SAM;2023-09-16;2023;P;P;Avant 6h;0
LA-FERTE-SOUS-JOUARRE;87116517;JOB;2023-09-19;2023;P;P;Avant 6h;273
LA-GARENNE-COLOMBES;87386003;JOB;2024-01-16;2024;L;L3;Avant 6h;54
CERGY-SAINT-CHRISTOPHE;87382499;JOB;2024-01-16;2024;L;L3;De 10h à 16h;235
IVRY-SUR-SEINE;87545301;JOB;2025-11-02;2025;C;C;De 6h à 10h;2120
CERNAY;87276063;SAM;2025-08-02;2025;C;C;Avant 6h;20
JUVISY;87545244;SAM;2024-02-03;2024;D;D;De 6h à 10h;2375
L'ETANG-LA-VILLE;87382473;DIM;2024-01-21;2024;L;L2;De 16h à 20h;125
L'ETANG-LES-SABLONS;87726109;SAM;2023-10-14;2023;T13;T13;De 6h à 10h;45
L'ISLE-ADAM-PARMAIN;87276527;JOB;2024-01-16;2024;H;H;Après 20h;84
CHANGIS-SAINT-JEAN;87116509;SAM;2023-09-16;2023;P;P;Avant 6h;12
LA-CELLE-SAINT-CLOUD;87382432;JOB;2024-01-16;2024;L;L2;De 16h à 20h;818
CHARTRETTES;87682419;SAM;2024-01-20;2024;R;R;De 16h à 20h;17
LES-MUREAUX;87386680;JOB;2025-01-04;2025;J;J5;De 10h à 16h;1420
